項目,世帯区分,年間収入五分位,時期,値,単位
実収入,勤労者世帯,年収五分位5,2015000406,846373,円
実収入,勤労者世帯,年収五分位5,2015000709,734766,円
実収入,勤労者世帯,年収五分位5,2015001012,919007,円
実収入,勤労者世帯,年収五分位5,2016000103,674749,円
実収入,勤労者世帯,年収五分位5,2016000406,865987,円
実収入,勤労者世帯,年収五分位5,2016000709,733351,円
実収入,勤労者世帯,年収五分位5,2016001012,934577,円
実収入,勤労者世帯,年収五分位5,2017000103,669896,円
実収入,勤労者世帯,年収五分位5,2017000406,807403,円
実収入,勤労者世帯,年収五分位5,2017000709,760034,円
実収入,勤労者世帯,年収五分位5,2017001012,973628,円
実収入,勤労者世帯,年収五分位5,2018000103,682490,円
実収入,勤労者世帯,年収五分位5,2018000406,887393,円
実収入,勤労者世帯,年収五分位5,2018000709,780371,円
実収入,勤労者世帯,年収五分位5,2018001012,1034753,円
実収入,勤労者世帯,年収五分位5,2019000103,717281,円
実収入,勤労者世帯,年収五分位5,2019000406,965259,円
実収入,勤労者世帯,年収五分位5,2019000709,787420,円
実収入,勤労者世帯,年収五分位5,2019001012,1054841,円
実収入,勤労者世帯,年収五分位5,2020000103,724547,円
実収入,勤労者世帯,年収五分位5,2020000406,1032894,円
実収入,勤労者世帯,年収五分位5,2020000709,823194,円
実収入,勤労者世帯,年収五分位5,2020001012,1098671,円
実収入,勤労者世帯,年収五分位5,2021000103,750428,円
実収入,勤労者世帯,年収五分位5,2021000406,1001699,円
実収入,勤労者世帯,年収五分位5,2021000709,844002,円
実収入,勤労者世帯,年収五分位5,2021001012,1085685,円
実収入,勤労者世帯,年収五分位5,2022000103,738878,円
実収入,勤労者世帯,年収五分位5,2022000406,986667,円
実収入,勤労者世帯,年収五分位5,2022000709,852582,円
実収入,勤労者世帯,年収五分位5,2022001012,1163749,円
実収入,勤労者世帯,年収五分位5,2023000103,755719,円
実収入,勤労者世帯,年収五分位5,2023000406,986088,円
実収入,勤労者世帯,年収五分位5,2023000709,817584,円
実収入,勤労者世帯,年収五分位5,2023001012,1121783,円
実収入,勤労者世帯,年収五分位5,2024000103,773348,円
実収入,勤労者世帯,年収五分位5,2024000406,1032896,円
実収入,勤労者世帯,年収五分位5,2024000709,848352,円
実収入,勤労者世帯,年収五分位5,2024001012,1174990,円
実収入,勤労者世帯,年収五分位5,2025000103,781996,円
実収入,勤労者世帯,年収五分位5,2025000406,1064504,円
実収入,勤労者世帯,年収五分位5,2025000709,906119,円
実収入,勤労者世帯,年収五分位5,2025001012,1164329,円
実収入,勤労者世帯,年収五分位5,2026000103,817915,円
消費支出,勤労者世帯,年収五分位1,2000000103,179854,円
消費支出,勤労者世帯,年収五分位1,2000000406,168563,円
消費支出,勤労者世帯,年収五分位1,2000000709,178548,円
消費支出,勤労者世帯,年収五分位1,2000001012,182910,円
消費支出,勤労者世帯,年収五分位1,2001000103,166818,円
消費支出,勤労者世帯,年収五分位1,2001000406,163352,円
消費支出,勤労者世帯,年収五分位1,2001000709,168661,円
消費支出,勤労者世帯,年収五分位1,2001001012,177515,円
消費支出,勤労者世帯,年収五分位1,2002000103,169633,円
消費支出,勤労者世帯,年収五分位1,2002000406,167611,円
消費支出,勤労者世帯,年収五分位1,2002000709,169621,円
消費支出,勤労者世帯,年収五分位1,2002001012,168727,円
消費支出,勤労者世帯,年収五分位1,2003000103,172411,円
消費支出,勤労者世帯,年収五分位1,2003000406,160486,円
消費支出,勤労者世帯,年収五分位1,2003000709,160428,円
消費支出,勤労者世帯,年収五分位1,2003001012,182234,円
消費支出,勤労者世帯,年収五分位1,2004000103,173327,円
消費支出,勤労者世帯,年収五分位1,2004000406,173700,円
消費支出,勤労者世帯,年収五分位1,2004000709,175761,円
消費支出,勤労者世帯,年収五分位1,2004001012,175453,円
消費支出,勤労者世帯,年収五分位1,2005000103,166139,円
消費支出,勤労者世帯,年収五分位1,2005000406,161103,円
消費支出,勤労者世帯,年収五分位1,2005000709,172159,円
消費支出,勤労者世帯,年収五分位1,2005001012,175337,円
消費支出,勤労者世帯,年収五分位1,2006000103,168814,円
消費支出,勤労者世帯,年収五分位1,2006000406,163678,円
消費支出,勤労者世帯,年収五分位1,2006000709,158812,円
消費支出,勤労者世帯,年収五分位1,2006001012,167145,円
消費支出,勤労者世帯,年収五分位1,2007000103,170419,円
消費支出,勤労者世帯,年収五分位1,2007000406,166204,円
消費支出,勤労者世帯,年収五分位1,2007000709,167306,円
消費支出,勤労者世帯,年収五分位1,2007001012,186758,円
消費支出,勤労者世帯,年収五分位1,2008000103,192457,円
消費支出,勤労者世帯,年収五分位1,2008000406,169053,円
消費支出,勤労者世帯,年収五分位1,2008000709,168701,円
消費支出,勤労者世帯,年収五分位1,2008001012,178864,円
消費支出,勤労者世帯,年収五分位1,2009000103,160528,円
消費支出,勤労者世帯,年収五分位1,2009000406,161821,円
消費支出,勤労者世帯,年収五分位1,2009000709,153863,円
消費支出,勤労者世帯,年収五分位1,2009001012,158039,円
消費支出,勤労者世帯,年収五分位1,2010000103,157164,円
消費支出,勤労者世帯,年収五分位1,2010000406,165314,円
消費支出,勤労者世帯,年収五分位1,2010000709,155884,円
消費支出,勤労者世帯,年収五分位1,2010001012,161256,円
消費支出,勤労者世帯,年収五分位1,2011000103,158127,円
消費支出,勤労者世帯,年収五分位1,2011000406,163331,円
消費支出,勤労者世帯,年収五分位1,2011000709,157339,円
消費支出,勤労者世帯,年収五分位1,2011001012,173107,円
消費支出,勤労者世帯,年収五分位1,2012000103,165910,円
消費支出,勤労者世帯,年収五分位1,2012000406,169574,円
消費支出,勤労者世帯,年収五分位1,2012000709,169749,円
消費支出,勤労者世帯,年収五分位1,2012001012,165109,円
消費支出,勤労者世帯,年収五分位1,2013000103,162532,円
消費支出,勤労者世帯,年収五分位1,2013000406,160239,円
消費支出,勤労者世帯,年収五分位1,2013000709,153396,円
消費支出,勤労者世帯,年収五分位1,2013001012,164276,円
消費支出,勤労者世帯,年収五分位1,2014000103,158195,円
消費支出,勤労者世帯,年収五分位1,2014000406,150830,円
消費支出,勤労者世帯,年収五分位1,2014000709,160432,円
消費支出,勤労者世帯,年収五分位1,2014001012,167915,円
消費支出,勤労者世帯,年収五分位1,2015000103,162675,円
消費支出,勤労者世帯,年収五分位1,2015000406,163959,円
消費支出,勤労者世帯,年収五分位1,2015000709,157441,円
消費支出,勤労者世帯,年収五分位1,2015001012,162218,円
消費支出,勤労者世帯,年収五分位1,2016000103,152605,円
消費支出,勤労者世帯,年収五分位1,2016000406,150316,円
消費支出,勤労者世帯,年収五分位1,2016000709,147748,円
消費支出,勤労者世帯,年収五分位1,2016001012,159061,円
消費支出,勤労者世帯,年収五分位1,2017000103,147458,円
消費支出,勤労者世帯,年収五分位1,2017000406,151588,円
消費支出,勤労者世帯,年収五分位1,2017000709,147249,円
消費支出,勤労者世帯,年収五分位1,2017001012,157021,円
消費支出,勤労者世帯,年収五分位1,2018000103,160574,円
消費支出,勤労者世帯,年収五分位1,2018000406,152808,円
消費支出,勤労者世帯,年収五分位1,2018000709,165753,円
消費支出,勤労者世帯,年収五分位1,2018001012,156748,円
消費支出,勤労者世帯,年収五分位1,2019000103,157642,円
消費支出,勤労者世帯,年収五分位1,2019000406,164450,円
消費支出,勤労者世帯,年収五分位1,2019000709,152420,円
消費支出,勤労者世帯,年収五分位1,2019001012,157919,円
消費支出,勤労者世帯,年収五分位1,2020000103,144427,円
消費支出,勤労者世帯,年収五分位1,2020000406,147032,円
消費支出,勤労者世帯,年収五分位1,2020000709,152835,円
消費支出,勤労者世帯,年収五分位1,2020001012,162546,円
消費支出,勤労者世帯,年収五分位1,2021000103,147714,円
消費支出,勤労者世帯,年収五分位1,2021000406,155175,円
消費支出,勤労者世帯,年収五分位1,2021000709,147319,円
消費支出,勤労者世帯,年収五分位1,2021001012,159367,円
消費支出,勤労者世帯,年収五分位1,2022000103,152909,円
消費支出,勤労者世帯,年収五分位1,2022000406,156984,円
消費支出,勤労者世帯,年収五分位1,2022000709,156943,円
消費支出,勤労者世帯,年収五分位1,2022001012,168964,円
消費支出,勤労者世帯,年収五分位1,2023000103,159194,円
消費支出,勤労者世帯,年収五分位1,2023000406,156171,円
消費支出,勤労者世帯,年収五分位1,2023000709,152337,円
消費支出,勤労者世帯,年収五分位1,2023001012,167104,円
消費支出,勤労者世帯,年収五分位1,2024000103,162071,円
消費支出,勤労者世帯,年収五分位1,2024000406,156023,円
消費支出,勤労者世帯,年収五分位1,2024000709,155431,円
消費支出,勤労者世帯,年収五分位1,2024001012,163967,円
消費支出,勤労者世帯,年収五分位1,2025000103,161522,円
消費支出,勤労者世帯,年収五分位1,2025000406,168217,円
消費支出,勤労者世帯,年収五分位1,2025000709,164003,円
消費支出,勤労者世帯,年収五分位1,2025001012,167281,円
消費支出,勤労者世帯,年収五分位1,2026000103,174091,円
消費支出,勤労者世帯,年収五分位2,2000000103,236853,円
消費支出,勤労者世帯,年収五分位2,2000000406,251937,円
消費支出,勤労者世帯,年収五分位2,2000000709,246644,円
消費支出,勤労者世帯,年収五分位2,2000001012,257569,円
消費支出,勤労者世帯,年収五分位2,2001000103,233808,円
消費支出,勤労者世帯,年収五分位2,2001000406,227546,円
消費支出,勤労者世帯,年収五分位2,2001000709,232740,円
消費支出,勤労者世帯,年収五分位2,2001001012,236486,円
消費支出,勤労者世帯,年収五分位2,2002000103,234891,円
消費支出,勤労者世帯,年収五分位2,2002000406,218742,円
消費支出,勤労者世帯,年収五分位2,2002000709,229791,円
消費支出,勤労者世帯,年収五分位2,2002001012,233084,円
消費支出,勤労者世帯,年収五分位2,2003000103,225361,円
消費支出,勤労者世帯,年収五分位2,2003000406,220254,円
消費支出,勤労者世帯,年収五分位2,2003000709,231150,円
消費支出,勤労者世帯,年収五分位2,2003001012,247011,円
消費支出,勤労者世帯,年収五分位2,2004000103,230552,円
消費支出,勤労者世帯,年収五分位2,2004000406,234413,円
消費支出,勤労者世帯,年収五分位2,2004000709,220516,円
消費支出,勤労者世帯,年収五分位2,2004001012,241505,円
消費支出,勤労者世帯,年収五分位2,2005000103,223221,円
消費支出,勤労者世帯,年収五分位2,2005000406,219501,円
消費支出,勤労者世帯,年収五分位2,2005000709,232712,円
消費支出,勤労者世帯,年収五分位2,2005001012,228852,円
消費支出,勤労者世帯,年収五分位2,2006000103,217367,円
消費支出,勤労者世帯,年収五分位2,2006000406,220778,円
消費支出,勤労者世帯,年収五分位2,2006000709,216930,円
消費支出,勤労者世帯,年収五分位2,2006001012,229354,円
消費支出,勤労者世帯,年収五分位2,2007000103,220977,円
消費支出,勤労者世帯,年収五分位2,2007000406,223150,円
消費支出,勤労者世帯,年収五分位2,2007000709,224723,円
消費支出,勤労者世帯,年収五分位2,2007001012,246756,円
消費支出,勤労者世帯,年収五分位2,2008000103,230308,円
消費支出,勤労者世帯,年収五分位2,2008000406,229254,円
消費支出,勤労者世帯,年収五分位2,2008000709,228527,円
消費支出,勤労者世帯,年収五分位2,2008001012,234154,円
消費支出,勤労者世帯,年収五分位2,2009000103,231468,円
消費支出,勤労者世帯,年収五分位2,2009000406,224802,円
消費支出,勤労者世帯,年収五分位2,2009000709,215871,円
消費支出,勤労者世帯,年収五分位2,2009001012,240163,円
消費支出,勤労者世帯,年収五分位2,2010000103,220872,円
消費支出,勤労者世帯,年収五分位2,2010000406,216363,円
消費支出,勤労者世帯,年収五分位2,2010000709,220964,円
消費支出,勤労者世帯,年収五分位2,2010001012,223512,円
消費支出,勤労者世帯,年収五分位2,2011000103,216844,円
消費支出,勤労者世帯,年収五分位2,2011000406,209052,円
消費支出,勤労者世帯,年収五分位2,2011000709,215740,円
消費支出,勤労者世帯,年収五分位2,2011001012,239204,円
消費支出,勤労者世帯,年収五分位2,2012000103,220627,円
消費支出,勤労者世帯,年収五分位2,2012000406,209599,円
消費支出,勤労者世帯,年収五分位2,2012000709,217299,円
消費支出,勤労者世帯,年収五分位2,2012001012,236308,円
消費支出,勤労者世帯,年収五分位2,2013000103,230983,円
消費支出,勤労者世帯,年収五分位2,2013000406,225753,円
